"AGE","AGE_less_than_35","AGE_35_44","AGE_45_54","AGE_55_64","AGE_65_74","AGE_75_plus","HHSEX","RACE_white_non_hispanic","RACE_black_african_american","RACE_hispanic","RACE_other","EDCL_no_HS","EDCL_HS_GED","EDCL_some_college","EDCL_college_degree","LF","ASSET","FIN","CHECKING","SAVING","CALL","STOCKS","HSTOCKS","THRIFT","IRAKH","DEBT","SAVED","INCOME","NWCAT","NETWORTH","YESFINRISK","NOFINRISK","SAVRES1","SAVRES2","SAVRES3","SAVRES4","SAVRES5","SAVRES6","SAVRES7","SAVRES8","KNOWL_not_knowledgeable","KNOWL_no_knowledge","KNOWL_somewhat_knowledgeable","KNOWL_very_knowledgeable","FINLIT_0","FINLIT_1","FINLIT_2","FINLIT_3","OCCAT2_managerial_professional","OCCAT2_technical_sales_services","OCCAT2_other_manual_labor","OCCAT2_not_working"
57,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,29889880,5153880,153200,0,0,2000000,1,46000,2554000,3014000,1,3523772.5451,5,26875880,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
57,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,29619580,4974580,139900,0,0,2000000,1,49000,2388000,3022000,1,3426490.481,5,26597580,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
57,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,27329850,4977850,172200,0,0,2000000,1,50000,2335000,2826000,1,4247983.4669,5,24503850,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
61,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,14427380,6753080,205000,25080,0,0,0,6000000,0,0,1,2107778.0561,5,14427380,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
61,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,14427370,6753070,205000,25070,0,0,0,6000000,0,0,1,2107778.0561,5,14427370,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
61,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,14426280,6753080,205000,25080,0,0,0,6000000,0,0,1,2107778.0561,5,14426280,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
61,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,14427270,6753070,205000,25070,0,0,0,6000000,0,0,1,2107778.0561,5,14427270,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
61,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,14427370,6753070,205000,25070,0,0,0,6000000,0,0,1,2107778.0561,5,14427370,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1374200,145500,3900,5600,0,0,0,136000,0,500000,1,555588.67735,4,874200,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1435000,186000,10000,2000,0,0,0,174000,0,500000,1,555588.67735,4,935000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1485800,237800,50000,6800,0,0,0,181000,0,500000,1,555588.67735,4,985800,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1500390,257390,890,5500,0,0,0,251000,0,500000,1,545860.47094,4,1000390,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1445490,208490,890,4600,0,0,0,203000,0,500000,1,555588.67735,4,945490,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
67,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,414300,89400,12200,50000,0,0,0,0,0,0,1,131871.24248,3,414300,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
67,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,415100,90200,13000,50000,0,0,0,0,0,0,1,131871.24248,3,415100,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
67,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,415200,89400,12200,50000,0,0,0,0,0,0,1,130790.33066,3,415200,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
67,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,415100,90200,13000,50000,0,0,0,0,0,0,1,131871.24248,3,415100,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
67,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,415100,90200,13000,50000,0,0,0,0,0,0,1,130790.33066,3,415100,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
79,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,17973000,9212000,62000,0,0,6000000,1,0,2700000,0,1,670165.33066,5,17973000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
79,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,17961100,9212000,62000,0,0,6000000,1,0,2700000,0,1,670165.33066,5,17961100,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
79,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,18566000,9212000,62000,0,0,6000000,1,0,2700000,0,1,670165.33066,5,18566000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
79,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,21056100,9212000,62000,0,0,6000000,1,0,2700000,0,1,670165.33066,5,21056100,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
79,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,19052000,9212000,62000,0,0,6000000,1,0,2700000,0,1,670165.33066,5,19052000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
43,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,12200,1200,1200,0,0,0,0,0,0,35000,1,54045.591182,1,-22800,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
43,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,12200,1200,1200,0,0,0,0,0,0,35000,1,54045.591182,1,-22800,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
43,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,12200,1200,1200,0,0,0,0,0,0,35000,1,54045.591182,1,-22800,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
43,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,12200,1200,1200,0,0,0,0,0,0,35000,1,54045.591182,1,-22800,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
43,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,12200,1200,1200,0,0,0,0,0,0,35000,1,54045.591182,1,-22800,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
74,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,6100,6100,6100,0,0,0,0,0,0,0,0,16213.677355,1,6100,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
74,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,640,640,640,0,0,0,0,0,0,0,0,16213.677355,1,640,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
74,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,110,110,110,0,0,0,0,0,0,0,0,16213.677355,1,110,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
74,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3000,3000,3000,0,0,0,0,0,0,0,0,14051.853707,1,3000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
74,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1500,1500,1500,0,0,0,0,0,0,0,0,15132.765531,1,1500,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
60,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,347750,133150,750,56300,0,0,0,34100,15000,44000,1,108091.18236,3,303750,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
60,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,346840,132240,740,51500,0,0,0,39000,15000,50700,1,108091.18236,3,296140,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
60,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,450420,235820,820,58000,0,0,0,130000,20000,45000,1,108091.18236,3,405420,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
60,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,379111,164511,751,44760,0,0,0,75000,18000,44000,1,108091.18236,3,335111,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
60,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,379660,166060,1060,62000,0,0,0,60000,16000,44000,1,108091.18236,3,335660,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
57,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,2657000,946000,16000,200000,0,30000,1,700000,0,50000,1,118900.3006,5,2607000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
57,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,2390000,946000,16000,200000,0,30000,1,700000,0,50000,1,118900.3006,5,2340000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
57,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,2364000,946000,16000,200000,0,30000,1,700000,0,51000,1,118900.3006,5,2313000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
57,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,2324000,946000,16000,200000,0,30000,1,700000,0,51000,1,118900.3006,5,2273000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
57,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,2348000,946000,16000,200000,0,30000,1,700000,0,51000,1,118900.3006,5,2297000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
57,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,3210,3210,10,0,0,0,0,0,0,0,0,14051.853707,1,3210,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
57,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,3205,3205,5,0,0,0,0,0,0,0,0,18375.501002,1,3205,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
57,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,3210,3210,10,0,0,0,0,0,0,0,0,16213.677355,1,3210,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
57,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,3210,3210,10,0,0,0,0,0,0,0,0,11890.03006,1,3210,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
57,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,3205,3205,5,0,0,0,0,0,0,0,0,11890.03006,1,3205,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
71,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,29921000,25785000,0,0,0,2730000,1,2000000,4000000,0,0,1232239.479,5,29921000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
71,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,29291000,25155000,0,0,0,2100000,1,2000000,4000000,0,0,1232239.479,5,29291000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
71,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,29261000,25125000,0,0,0,2070000,1,2000000,4000000,0,0,770690.13026,5,29261000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
71,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,30021000,25885000,0,0,0,2830000,1,2000000,4000000,0,0,947959.66934,5,30021000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
71,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,29241000,25105000,0,0,0,2050000,1,2000000,4000000,0,0,844192.13427,5,29241000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
43,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,397100,164800,800,0,0,0,0,164000,0,182000,1,118900.3006,3,215100,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
43,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,303000,68800,800,0,0,0,0,68000,0,182000,1,118900.3006,2,121000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
43,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,452000,218800,800,0,0,0,0,218000,0,182000,1,118900.3006,3,270000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
43,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,274000,27800,800,0,0,0,0,27000,0,182000,1,118900.3006,2,92000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
43,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,250000,15800,800,0,0,0,0,15000,0,182000,1,118900.3006,2,68000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
60,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,346600,4600,1600,3000,0,0,0,0,0,165500,0,84311.122244,2,181100,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
60,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,345600,4600,1600,3000,0,0,0,0,0,169500,0,84311.122244,2,176100,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
60,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,344600,4600,1600,3000,0,0,0,0,0,157500,0,84311.122244,2,187100,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
60,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,345600,4600,1600,3000,0,0,0,0,0,161490,0,84311.122244,2,184110,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
60,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,344600,4600,1600,3000,0,0,0,0,0,172500,0,84311.122244,2,172100,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
25,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,89800,21500,1500,5000,0,10000,1,0,5000,27000,1,41074.649299,2,62800,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
25,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,93400,21200,1500,5000,0,9700,1,0,5000,27000,1,41074.649299,2,66400,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
25,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,106900,35500,1500,5000,0,24000,1,0,5000,27000,1,41074.649299,2,79900,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
25,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,88000,21100,1500,5000,0,9600,1,0,5000,27000,1,41074.649299,2,61000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
25,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,104700,35500,1500,5000,0,24000,1,0,5000,27000,1,42155.561122,2,77700,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,58300,42300,200,10200,0,0,0,1900,0,70000,0,64854.709419,1,-11700,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,58300,42300,200,10200,0,0,0,1900,0,70000,0,65935.621242,1,-11700,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,57300,42300,200,10200,0,0,0,1900,0,70000,0,64854.709419,1,-12700,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,57300,42300,200,10200,0,0,0,1900,0,70000,0,64854.709419,1,-12700,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,57300,42300,200,10200,0,0,0,1900,0,70000,0,64854.709419,1,-12700,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
52,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,990100,20100,4500,0,0,0,0,0,14000,744500,1,113495.74148,3,245600,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
52,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1005400,32900,5900,0,0,0,0,0,18000,744500,1,113495.74148,3,260900,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
52,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1001200,30200,5200,0,0,0,0,0,18000,744500,1,113495.74148,3,256700,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
52,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1091800,58200,12000,0,0,0,0,0,45000,744500,1,113495.74148,3,347300,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
52,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1121900,107200,17900,0,0,0,0,0,87000,744500,1,113495.74148,3,377400,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
27,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,485100,101600,2500,7500,0,0,0,14500,72000,280000,1,124304.85972,3,205100,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
27,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,470800,87400,2500,7500,0,0,0,6300,66000,280900,1,124304.85972,2,189900,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
27,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,479300,95800,2500,7500,0,0,0,6700,74000,279900,1,124304.85972,3,199400,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
27,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,496600,114100,2500,7500,0,0,0,27000,72000,281000,1,124304.85972,3,215600,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
27,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,480400,96900,2500,7500,0,0,0,7800,74000,279900,1,124304.85972,3,200500,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
34,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,154300,125300,40000,0,300,0,0,47000,16000,405200,1,165919.96493,1,-250900,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
34,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,148300,121300,37000,0,300,0,0,46000,14000,468200,1,195104.58417,1,-319900,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
34,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,148800,120300,37000,0,300,0,0,45000,14000,435200,1,197158.31663,1,-286400,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
34,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,140300,115300,35000,0,300,0,0,44000,14000,419200,1,173486.3477,1,-278900,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
34,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,144300,118300,32000,0,300,0,0,49000,15000,463200,1,184295.46593,1,-318900,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
43,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,153700,23700,1500,7000,0,0,0,8000,0,127000,0,62692.885772,1,26700,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
43,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,153700,23700,1500,7000,0,0,0,8000,0,127000,0,62692.885772,1,26700,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
43,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,153700,23700,1500,7000,0,0,0,8000,0,127000,0,62692.885772,1,26700,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
43,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,151600,21600,1500,7000,0,0,0,8000,0,127000,0,62692.885772,1,24600,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
43,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,153700,23700,1500,7000,0,0,0,8000,0,127000,0,62692.885772,1,26700,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
38,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,60000,12000,2600,9400,0,0,0,0,0,49550,1,63773.797595,1,10450,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
38,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,59000,12000,2600,9400,0,0,0,0,0,49550,1,63773.797595,1,9450,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
38,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,59000,12000,2600,9400,0,0,0,0,0,49550,1,62692.885772,1,9450,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
38,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,59000,12000,2600,9400,0,0,0,0,0,49550,1,62692.885772,1,9450,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
38,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,59000,12000,2600,9400,0,0,0,0,0,49550,1,62692.885772,1,9450,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
58,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,835660,89660,3460,0,0,0,0,86000,0,0,1,71340.180361,4,835660,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
58,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,802300,57500,2390,0,0,0,0,55000,0,0,1,73502.004008,4,802300,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
58,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,851930,85930,14900,0,0,0,0,70000,0,0,1,70259.268537,4,851930,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
58,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,869620,86620,16000,0,0,0,0,70000,0,0,1,70259.268537,4,869620,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
58,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,870610,120610,42600,0,0,0,0,64000,0,0,1,77825.651303,4,870610,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
58,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,8631500,231000,12000,0,0,22000,1,0,0,1015800,1,457225.7014,5,7615700,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
58,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,8631500,231000,12000,0,0,22000,1,0,0,1015800,1,462630.26052,5,7615700,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
58,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,8631500,231000,12000,0,0,22000,1,0,0,1014800,1,461549.3487,5,7616700,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
58,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,8631500,231000,12000,0,0,22000,1,0,0,1013800,1,466953.90782,5,7617700,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
58,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,8631500,231000,12000,0,0,22000,1,0,0,1015800,1,464792.08417,5,7615700,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
36,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8500,2200,0,0,0,0,0,0,0,180,0,34589.178357,1,8320,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
36,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8500,2200,0,0,0,0,0,0,0,180,0,33508.266533,1,8320,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
36,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8500,2200,0,0,0,0,0,0,0,180,0,33508.266533,1,8320,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
36,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8600,2200,0,0,0,0,0,0,0,180,0,33508.266533,1,8420,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
36,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8600,2200,0,0,0,0,0,0,0,170,0,33508.266533,1,8430,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
51,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,521400,113400,9900,0,0,0,0,98000,0,3000,1,30265.531062,3,518400,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
51,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,453700,74000,8000,0,0,0,0,56000,0,3000,1,30265.531062,3,450700,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
