"AGE","AGE_less_than_35","AGE_35_44","AGE_45_54","AGE_55_64","AGE_65_74","AGE_75_plus","HHSEX","RACE_white_non_hispanic","RACE_black_african_american","RACE_hispanic","RACE_other","EDCL_no_HS","EDCL_HS_GED","EDCL_some_college","EDCL_college_degree","LF","ASSET","FIN","CHECKING","SAVING","CALL","STOCKS","HSTOCKS","THRIFT","IRAKH","DEBT","SAVED","INCOME","NWCAT","NETWORTH","YESFINRISK","NOFINRISK","SAVRES1","SAVRES2","SAVRES3","SAVRES4","SAVRES5","SAVRES6","SAVRES7","SAVRES8","KNOWL_not_knowledgeable","KNOWL_no_knowledge","KNOWL_somewhat_knowledgeable","KNOWL_very_knowledgeable","FINLIT_0","FINLIT_1","FINLIT_2","FINLIT_3","OCCAT2_managerial_professional","OCCAT2_technical_sales_services","OCCAT2_other_manual_labor","OCCAT2_not_working"
53,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,846600,4500,4500,0,0,0,0,0,0,275500,1,70259.268537,3,571100,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
53,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,854500,4500,4500,0,0,0,0,0,0,285500,1,70259.268537,3,569000,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
53,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,852500,4500,4500,0,0,0,0,0,0,284500,1,70259.268537,3,568000,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
49,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,15655200,14030000,35000,40000,0,500000,1,757000,1618000,1800000,1,1621367.7355,5,13855200,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
49,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,15856200,14230000,35000,40000,0,500000,1,844000,1856000,1500000,1,1361948.8978,5,14356200,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
49,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,15804200,14179000,35000,40000,0,500000,1,819000,1755000,1600000,1,1145766.5331,5,14204200,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
49,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,15532200,13907000,35000,40000,0,500000,1,747000,1675000,1650000,1,941474.1984,5,13882200,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
49,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,15752200,14126000,35000,40000,0,500000,1,827000,1684000,1500000,1,1210621.2425,5,14252200,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
67,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,225700,170700,12500,28000,0,0,0,0,120000,64600,1,182674.0982,2,161100,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
67,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,224700,170700,12500,28000,0,0,0,0,120000,65600,1,182674.0982,2,159100,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
67,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,225700,170700,12500,28000,0,0,0,0,120000,64600,1,181593.18637,2,161100,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
67,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,224700,170700,12500,28000,0,0,0,0,120000,64600,1,181593.18637,2,160100,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
67,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,225700,170700,12500,28000,0,0,0,0,120000,64600,1,182674.0982,2,161100,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
43,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1000,1000,0,900,0,0,0,0,0,0,0,25941.883768,1,1000,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
43,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1000,1000,0,900,0,0,0,0,0,0,0,21618.236473,1,1000,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
43,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1000,1000,0,900,0,0,0,0,0,0,0,28103.707415,1,1000,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
43,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1000,1000,0,900,0,0,0,0,0,0,0,19456.412826,1,1000,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
43,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1000,1000,0,900,0,0,0,0,0,0,0,29184.619238,1,1000,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
66,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,389600,23600,4000,0,0,8600,1,0,11000,99000,0,47560.12024,3,290600,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
66,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,517390,150390,3990,0,0,4400,1,0,17000,99000,0,49613.852705,3,418390,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
66,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,390201,24201,4001,0,0,4200,1,0,16000,99000,0,47560.12024,3,291201,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
66,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,389000,23000,4000,0,0,2000,1,0,17000,100000,0,49397.670341,3,289000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
66,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,383900,17900,4000,0,0,2900,1,0,11000,99000,0,46479.208417,3,284900,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
43,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3058000,430000,20000,0,0,0,0,200000,210000,132500,1,20537.324649,5,2925500,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
43,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3056000,428000,18000,0,0,0,0,200000,210000,132500,1,22699.148297,5,2923500,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
43,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3057000,429000,19000,0,0,0,0,200000,210000,132500,1,20537.324649,5,2924500,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
43,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3056000,428000,18000,0,0,0,0,200000,210000,132500,1,22699.148297,5,2923500,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
43,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3057000,429000,19000,0,0,0,0,200000,210000,132500,1,22699.148297,5,2924500,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
61,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,270200,32500,1000,0,0,1500,1,30000,0,0,0,34589.178357,3,270200,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
61,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,270200,32500,1000,0,0,1500,1,30000,0,0,0,35670.09018,3,270200,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
61,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,270200,32500,1000,0,0,1500,1,30000,0,0,0,35670.09018,3,270200,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
61,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,270200,32500,1000,0,0,1500,1,30000,0,0,0,35670.09018,3,270200,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
61,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,270200,32500,1000,0,0,1500,1,30000,0,0,0,35670.09018,3,270200,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
70,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,845000,506000,3000,0,0,0,0,13000,270000,22400,1,81068.386774,4,822600,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
70,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,845000,506000,3000,0,0,0,0,13000,270000,22300,1,79987.47495,4,822700,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
70,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,845000,506000,3000,0,0,0,0,13000,270000,22300,1,79987.47495,4,822700,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
70,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,845000,506000,3000,0,0,0,0,13000,270000,22400,1,81068.386774,4,822600,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
70,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,845000,506000,3000,0,0,0,0,13000,270000,22300,1,81068.386774,4,822700,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
38,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2528000,801000,7000,4000,20000,0,0,200000,20000,1258000,1,162136.77355,4,1270000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
38,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2528000,801000,7000,4000,20000,0,0,200000,20000,1264000,1,162136.77355,4,1264000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
38,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2528000,801000,7000,4000,20000,0,0,200000,20000,1260000,1,162136.77355,4,1268000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
38,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2527000,801000,7000,4000,20000,0,0,200000,20000,1263000,1,162136.77355,4,1264000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
38,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2527000,801000,7000,4000,20000,0,0,200000,20000,1263000,1,162136.77355,4,1264000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
41,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,16320,320,320,0,0,0,0,0,0,17600,0,52964.679359,1,-1280,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
41,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,16320,320,320,0,0,0,0,0,0,19200,0,55126.503006,1,-2880,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
41,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,16320,320,320,0,0,0,0,0,0,11200,0,54045.591182,1,5120,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
41,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,16320,320,320,0,0,0,0,0,0,11500,0,46479.208417,1,4820,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
41,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,16320,320,320,0,0,0,0,0,0,18300,0,54045.591182,1,-1980,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
32,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,342100,46100,41100,0,0,0,0,5000,0,190500,1,98362.975952,2,151600,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
32,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,349800,53800,41100,0,0,0,0,12700,0,190500,1,100524.7996,2,159300,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
32,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,341300,46300,41300,0,0,0,0,5000,0,191500,1,94039.328657,2,149800,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
32,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,341100,46100,41100,0,0,0,0,5000,0,190500,1,82149.298597,2,150600,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
32,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,342000,47000,42000,0,0,0,0,5000,0,190500,1,102686.62325,2,151500,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
64,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,482400,65500,500,23000,0,0,0,25000,0,95300,0,91877.50501,3,387100,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
64,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,482000,65500,500,23000,0,0,0,25000,0,94700,0,91877.50501,3,387300,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
64,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,485200,66500,500,24000,0,0,0,25000,0,94500,0,91877.50501,3,390700,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
64,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,481800,66500,500,24000,0,0,0,25000,0,94800,0,91877.50501,3,387000,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
64,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,481800,64500,500,22000,0,0,0,25000,0,95000,0,91877.50501,3,386800,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
81,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1884000,1567000,20000,0,0,1000000,1,0,267000,1500,0,185916.83367,4,1882500,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
81,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1866000,1550000,20000,0,0,1000000,1,0,250000,1500,0,186997.74549,4,1864500,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
81,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1847000,1530000,20000,0,0,1000000,1,0,230000,1600,0,186997.74549,4,1845400,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
81,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1904000,1587000,20000,0,0,1000000,1,0,287000,1500,0,186997.74549,4,1902500,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
81,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1897000,1580000,20000,0,0,1000000,1,0,280000,1600,0,185916.83367,4,1895400,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
36,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,12130,1130,1080,0,0,0,0,0,0,167270,0,61611.973948,1,-155140,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
36,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,13270,1270,1230,0,0,0,0,0,0,167380,0,60531.062124,1,-154110,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
36,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,12270,1270,1230,0,0,0,0,0,0,167270,0,60531.062124,1,-155000,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
36,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,13170,1170,1130,0,0,0,0,0,0,167260,0,51883.767535,1,-154090,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
36,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,14220,1220,1180,0,0,0,0,0,0,167260,0,54045.591182,1,-153040,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
36,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2630300,1400000,58000,30000,0,397000,1,439000,130000,675000,1,256176.1022,5,1955300,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
36,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2660100,1429800,55900,26900,0,348000,1,485000,132000,675000,1,256176.1022,5,1985100,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
36,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2723900,1492600,55900,17700,0,472000,1,455000,110000,675000,1,255095.19038,5,2048900,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
36,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2793900,1563600,58000,20600,0,483000,1,384000,112000,675000,1,256176.1022,5,2118900,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
36,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2641900,1411600,55900,21700,0,268000,1,440000,120000,675000,1,256176.1022,5,1966900,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
79,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,217259500,76737500,104500,0,0,69910000,1,0,6100000,0,1,9719559.1182,5,217259500,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
79,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,223855700,92249700,112700,0,0,79530000,1,0,7607000,0,1,5420772.7956,5,223855700,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
79,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,231965100,95155100,95100,0,0,86230000,1,0,2330000,0,1,8226819.8898,5,231965100,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
79,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,212106700,60292700,118700,0,0,53220000,1,0,4354000,0,1,5386183.6172,5,212106700,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
79,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,237765600,91403600,96600,0,0,87100000,1,0,3917000,0,1,7463696.1423,5,237765600,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
63,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,598100,137600,11300,35000,0,0,0,55000,36000,0,0,76744.739479,3,598100,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
63,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,605800,136800,10500,35000,0,0,0,55000,36000,0,0,76744.739479,3,605800,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
63,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,600300,134200,7900,35000,0,0,0,55000,36000,0,0,77825.651303,3,600300,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
63,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,602300,135800,9500,35000,0,0,0,55000,36000,0,0,77825.651303,3,602300,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
63,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,603000,137500,11200,35000,0,0,0,55000,36000,0,0,77825.651303,3,603000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
29,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,68100,20100,2900,0,0,1200,1,16000,0,31220,1,122143.03607,2,36880,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
29,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,68100,20100,2900,0,0,1200,1,16000,0,31220,1,122143.03607,2,36880,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
29,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,67100,20100,2900,0,0,1200,1,16000,0,31220,1,122143.03607,2,35880,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
29,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,68100,20100,2900,0,0,1200,1,16000,0,30220,1,122143.03607,2,37880,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
29,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,67100,20100,2900,0,0,1200,1,16000,0,31220,1,122143.03607,2,35880,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
59,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,51335000,36270000,120000,750000,0,20000000,1,0,0,0,1,4874912.3246,5,51335000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
59,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,51336000,36270000,120000,750000,0,20000000,1,0,0,0,1,4788439.3788,5,51336000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
59,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,51336000,36270000,120000,750000,0,20000000,1,0,0,0,1,4972194.3888,5,51336000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
59,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,51337000,36270000,120000,750000,0,20000000,1,0,0,0,1,4885721.4429,5,51337000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
59,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,51337000,36270000,120000,750000,0,20000000,1,0,0,0,1,4972194.3888,5,51337000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
43,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1127080,294080,1680,2900,0,3000,1,85000,71000,595000,1,229153.30661,3,532080,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
43,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1126970,293970,1670,2800,0,3000,1,85000,71000,595000,1,229153.30661,3,531970,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
43,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1117080,294080,1680,2900,0,3000,1,85000,71000,595000,1,229153.30661,3,522080,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
43,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1216980,383980,1680,2800,0,3000,1,175000,71000,595000,1,229153.30661,3,621980,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
43,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1116970,293970,1670,2800,0,3000,1,85000,71000,595000,1,229153.30661,3,521970,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
40,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1242180,280180,3200,30200,0,280,1,100000,145000,529500,0,248609.71944,4,712680,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
40,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1175790,213790,3200,31800,0,290,1,32000,145000,529500,0,248609.71944,3,646290,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
40,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1218780,256780,3200,33800,0,280,1,73000,145000,529500,0,248609.71944,4,689280,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
40,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1429080,467080,3200,33100,0,280,1,284000,145000,529500,0,248609.71944,4,899580,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
40,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1238480,276480,3200,32500,0,280,1,94000,145000,529500,0,248609.71944,4,708980,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
30,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,336250,14250,4000,200,0,0,0,10000,0,290240,1,116738.47695,2,46010,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
30,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,335250,14250,4000,200,0,0,0,10000,0,287810,1,116738.47695,2,47440,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
30,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,335250,14250,4000,200,0,0,0,10000,0,287840,1,116738.47695,2,47410,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
30,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,335250,14250,4000,200,0,0,0,10000,0,291040,1,115657.56513,2,44210,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
30,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,336250,14250,4000,200,0,0,0,10000,0,289150,1,116738.47695,2,47100,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
71,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,11642000,3975000,310000,0,0,0,0,0,3635000,2305000,0,1556513.0261,5,9337000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
71,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,11643000,3975000,310000,0,0,0,0,0,3635000,2304000,0,1545703.9078,5,9339000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
71,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,11643000,3975000,310000,0,0,0,0,0,3635000,2305000,0,1556513.0261,5,9338000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
71,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,11644000,3975000,310000,0,0,0,0,0,3635000,2305000,0,1545703.9078,5,9339000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
71,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,11643000,3975000,310000,0,0,0,0,0,3635000,2305000,0,1556513.0261,5,9338000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
53,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,4716100,1901100,14900,69000,0,141000,1,164000,105000,615000,1,844192.13427,5,4101100,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
